631;"Toyota";"Avensis";2;25000;2002
605;"Citröen";"Grand Picasso C4";1;26500;2008
681;"Kia";"Ceed SW";1;25000;2010
665;"Toyota";"Avensis";2;20000;2005
661;"Peugeot";"307 sw 1,6 benzin";2;16000;2005
727;"Ford";"Galaxy";1;25000;2007
655;"Mercedes";"C320 CDI";1;50000;2007
673;"Ford";"Fiesta 1.4 ambiente";2;25000;2006
975;"Ford";"Mondeo";2;24000;2006
691;"Hyundai";"Santa Fee";1;32000;2004
687;"Citroen";"C3 Picasso";1;35000;2009
643;"Peugeot";"508";2;45000;2011
957;"citroen";"C1";2;12000;2009
649;"Volvo";"V70";2;50000;2006
657;"Mazda";"323f";1;20000;1999
671;"Toyota";"Yaris";2;20000;2000
683;"Peugeot";"206 HDI";1;50000;2008
685;"VW";"Lupo 3L";1;55000;2004
693;"Renault";"Grand Scenic";1;70000;2011
663;"Saab";"9-5 2.0t stc";2;40000;2001
645;"Skoda";"Fabia Combi greenline";1;20000;2011
653;"Seat";"Altea";1;27500;2006
647;"Ford";"Fokus";1;20000;2009
553;"Volvo";"V70";2;36000;2008
925;"Kia";"Rio1,1 CRDi 75 Aktive";1;18000;2012
719;"Subaru";"Impreza";2;20000;1999
697;"Peugeot";"307";1;20000;
731;"Ford";"Sierra 2.0i";2;20000;1987
733;"Opel";"Vectra";2;30000;1997
705;"Suzuki";"Grand Vitara V6";2;13000;2004
747;"Audi";"A4";1;40000;2006
701;"Peogeot";"307";2;10000;2004
729;"Seat";"Cordoba";1;16000;1998
743;"VW";"golf";1;30000;2005
917;"Citroen";"xsara picasso";1;;2004
737;"Peugeot";"306";2;30000;
787;"VW";"Touran";1;30000;2008
695;"BMW";"525i";2;20000;1989
689;"Ford";"Fiesta";1;50000;2008
929;"Hyundai";"I30";1;20000;2011
887;"test";"test";1;;
745;"Ford";"S-max";1;32000;2010
699;"Citroen";"C1";2;30000;2009
187;"Fiat";"Grande Punto, 1,3 JTD";1;40000;2007
709;"Volvo";"V50";1;35000;2011
763;"VW";"Golf";2;21000;2002
759;"Ford";"C-max";2;15000;2005
761;"VW";"Passat";1;50000;2004
793;"Saab";"9-5 2,3t Aero Stationcar";2;20000;2004
757;"Opel";"Astra Wagon Classic 1.7 CDTi";1;35000;2005
771;"Skoda";"Fabia Greenline";1;30000;2009
795;"Ford";"Fusion";2;20000;2010
305;"Toyota";"Corolla";1;42500;
809;"Ford";"Mondeo 2,0 diesel stc";1;45000;2005
799;"Peugeot";"206 SC";2;15000;2004
779;"Toyota";"Auris";1;17000;2008
789;"Hyundai";"I 10";2;10000;2010
739;"Suzuki";"Grand Vitara 2.0 GLX";2;20000;2007
773;"Nissan";"primera";2;20000;1998
829;"Volkswagen";"Golf III";2;;
861;"Skoda";"Fabia 1,4 TDI";1;25000;2005
797;"Ford";"Focus";2;40000;2012
849;"Ford";"Transit";1;75000;2008
777;"VW";"Passat";1;20000;2007
807;"Pegeout";"406";2;30000;2003
775;"Skoda";"Oktavia";2;22500;2007
765;"Toyota";"Avensis 2,0 Diesel";1;30000;2009
843;"Mercedes Benz";"Sprinter";1;50000;2010
869;"Audi";"80";1;400000;1994
865;"VW";"Touran";1;65000;2009
853;"Skoda";"Octavia";1;75000;2011
847;"Mercedes Benz";"Sprinter";1;100000;2011
851;"Skoda";"Superb";1;100000;2010
821;"Huyndai";"Get";2;20000;2003
863;"Peugeot";"307SW";1;;2007
871;"Ford";"C Max";1;60000;2007
51;"Ford";"Focus";2;;2001
877;"Mazda";"3";2;15000;2011
469;"Ford";"Mondeo";1;35000;2007
309;"Peugeot";"107";2;15000;2011
805;"Mercedes";"E220 CDI";1;30000;2007
845;"Mercedes Benz";"Sprinter";1;50000;2009
841;"Mercedes Benz";"Sprinter";1;50000;2009
965;"Kia";"Ceed";1;25000;2008
835;"Ford";"S-Max";1;30000;2008
803;"Peugeot";"308";1;25000;2008
937;"Citroën";"C8";1;12000;2004
837;"Suzuki";"Splash";2;13000;2009
839;"Seat";"Ibiza style 1.2";1;;2012
357;"Suzuki";"SX4 1,6";2;11000;2007
17;"Opel";"Zafira 1.9 CDTI";1;22000;2006
867;"Skoda";"Oktavia II";1;40000;2005
883;"Ford";"Fiesta";1;35000;2011
391;"Toyota";"Avensis";1;45000;2007
137;"Renault";"Grand Scenic";2;24000;2006
615;"VW";"Golf";1;30000;2001
875;"Peugeout";"206";1;8000;2006
819;"Peugeot";"207 1,6 HDI STC";1;40000;2007
151;"Skoda";"Fabia 1,4 combi";2;15000;2000
139;"Skoda";"Fabia";2;25000;2007
573;"Ford";"Mondeo";2;20000;2003
33;"Citroen";"Xsara Picasso";2;25000;2000
399;"Skoda";"Octavia 1,9 TDI";1;35000;2000
893;"Ford";"Focus";1;70000;1997
121;"Seat";"Alhambra";1;25000;2003
363;"Ford";"Fusion 1,4 tdi";1;16000;2004
417;"Ford";"Mondeo";1;30000;2004
815;"Volvo";"V70 D5";1;20000;2003
591;"Citroen C3";"C3, 1,4 HDI Prestige";1;30000;2005
885;"Peugeot";"107";1;;2008
565;"Peugeot";"207";1;22000;2007
427;"Hyundai";"I 20";2;7500;2009
191;"Ford";"C-max 1,6 diesel";1;55000;2007
421;"Toyota";"Sportsvan verso";1;25000;2007
527;"Nissan";"Primera";2;10000;2004
831;"Skoda";"Octavia";1;30000;2008
801;"Ford";"Focus";1;17500;2010
303;"Fiat";"Punto";1;25000;2007
735;"Toyota";"Yaris 1.4 Diesel";1;25000;2008
881;"Toyota";"IQ";2;30000;2011
833;"BMW";"525i";2;14000;2001
879;"Renault";"Grand Scenic";1;20000;2010
873;"Toyota";"Avensis";1;42000;2010
71;"Toyota";"Avensis stc. 1,8";2;22500;2004
39;"Opel";"Meriva";2;20000;2008
715;"Seat";"Leon";2;15000;2009
409;"Peugeot";"207";1;35000;2009
89;"VW";"Touran";1;12000;2006
251;"Citroen";"C5";1;21000;2008
257;"Kia";"Ceed";1;30000;2011
711;"VW";"Touran";1;15000;2005
609;"Skoda";"Octavia, Tivoli 1,4 TSI";2;25000;2012
717;"Passat";"Stationcar";1;35000;2006
891;"Skoda";"Octavia 1,6 TDI 105hk";1;35000;2012
443;"Seat";"Altea";1;55000;2006
889;"Fiat";"500 Pop";2;7500;2010
601;"Toyota";"Avensis";1;30000;
751;"Mitsubishi";"Colt";2;18000;2006
347;"Zuzuki";"Splash";2;30000;2011
593;"Nissan";"Qashqai 1,5 dci";2;40000;2008
43;"VW";"Caravelle 1,9 TDI";1;30000;2004
635;"Peugeot";"206";1;30000;2009
895;"Citroen";"Xsara Picasso";2;2500;2002
541;"Citroen";"C3";2;15000;2010
725;"Skoda";"Octavia";2;30000;2006
67;"BMW";"325D";1;20000;2007
225;"Toyota";"Avensis 2.0 Diesel";1;45000;2008
429;"Skoda";"Fabia greenline";1;40000;2010
471;"Toyota";"Yaris diesel årgang 2006 (tror jeg nok)";1;45000;2006
331;"Nissan";"QashQai";1;25000;2010
23;"WW";"Golf TDI GT";1;35000;2008
783;"Mazda";"6";2;20000;2005
117;"Suzuki";"Alto";2;27500;2009
317;"Ford focus  c-max";"Ford focus  c-max";1;27500;2006
767;"Mazda";"6";2;12000;2008
283;"Ford";"Focus";1;50000;2007
83;"Volvo";"s40";2;1000;2003
517;"Nissan";"Quashqai";1;45000;2009
179;"Peugeot";"206";1;35000;2011
213;"VW";"Polo BlueMotion";1;30000;2010
279;"Mazda";"6";1;45000;2007
495;"Toyota";"Aygo";2;40000;2008
273;"VW Polo";"1,2 Bluemotion";1;40000;2011
377;"Audi";"A4";1;40000;2009
755;"Citroen";"C3";1;55000;2008
61;"Suzuki Liana";"Liana";2;30000;2006
611;"VW";"Passat stationcar";1;22500;2004
441;"Ford";"S-Max, 2,0 diesel";1;40000;2009
47;"Toyota";"Verso (SportsVan)";1;;2006
813;"Peugeot";"508";1;35000;2011
989;"Fiat";"500";1;26000;2008
487;"Skoda";"Fabia 1.9 TDI";1;30000;2010
859;"VW";"Passat 2.0";1;10000;2006
3;"Ford";"Mondeo 1,8";2;25000;2005
857;"Seat";"Alhambra";1;10000;2006
425;"Hyundai";"I30";1;25000;2008
223;"VW";"Caravelle";1;30000;
119;"Peugeot";"207 HDI 1.6 16V STC.";1;30000;2007
897;"Peugeot";"Partner";2;10000;1999
721;"Renault";"Modus";3;30000;2005
559;"Peugeot";"107";2;18000;2007
669;"Ford";"S-max";1;30000;2006
741;"Honda";"Accord";1;36000;2009
703;"Peugeot";"207 HDI XR 70HK 1,4l";1;15000;2005
539;"Suzuki";"Liana";2;20000;2005
641;"Toyota";"Corolla";2;20000;2005
713;"Kia";"Ceed";1;35000;2008
255;"Hyndai";"i30";1;25000;2010
571;"Peugeot";"407 SW";2;25000;2007
203;"Hyundai";"I 30";1;40000;2011
915;"Mercedes";"Viano";1;40000;2005
367;"Ford";"C max 1,6DSL 90";1;15000;2008
951;"Toyota";"Avensis";2;;
913;"Seat";"Altea";1;25000;2006
73;"Skoda";"Fabia";1;25000;2010
971;"Peugeot";"107";2;7500;2007
973;"Chevrolet";"Nubira";2;20000;2010
679;"Audi";"A3";1;20000;2009
625;"Peugeot";"107";2;20000;2012
979;"Skoda";"Roomster";2;50000;2008
987;"Peugeot";"Partner";1;40000;2005
555;"Audi";"A 3";1;30000;2010
667;"VW";"Passat";1;15000;2005
491;"Citröen";"C3 Picasso Seduction";1;32500;2012
953;"Citroen";"C5";2;15000;2001
941;"Mercedes";"a160 cdi";1;20000;1999
329;"Peugeot";"607";2;40000;2002
991;"Toyota";"Avensis";1;35000;2005
981;"Peugeot";"206 1.4 HDi";1;20000;2002
825;"Peugeot";"307 Airvan, 1,6 hdi";1;;2006
529;"Fiat";"Punto";1;60000;2011
995;"Skoda";"Superb";1;17500;2007
77;"Fiat";"Punto Van 3D 1.3 MJT 85 POP";1;26000;2012
997;"Toyota";"Aygo";2;15000;2005
823;"Nissan";"Quasqai +2";1;;2009
901;"WV";"Golf TSI 122 hk";2;15000;2009
505;"Ford";"Focus Stationcar";2;;2002
963;"Skoda";"Octavia";2;30000;2007
595;"Skoda";"Fabia Combi Greenline";1;40000;2010
977;"Audi";"A& Avant";1;20000;2000
969;"Toyota";"Yaris";1;60000;2010
967;"Citroen";"C5";1;30000;2011
1039;"Ford";"Transit Connect 220 1,8 TDCI";1;25000;2007
1051;"Ford";"Transit Connect 220 1,8 TDCI";1;25000;2007
1037;"Ford";"Transit Connect 220 1,8 TDCI";1;25000;2007
1031;"Opel";"Movano 2,3 CDTI";1;15000;2010
1049;"Ford";"Transit Connect 220 1,8 TDCI";1;25000;2007
1045;"VW";"Transporter Pickup 1,9 TDI";1;15000;2006
1029;"Citroën";"Jumper 2,2 HDI";1;15000;2007
1027;"Ford";"Transit Connect 220 1,8 TDCI";1;25000;2007
1059;"vw";"t4 (caravelle/transporter)";2;12000;2000
1063;"Mazda";"6";2;20000;2008
1061;"Citroën";"Picasso";2;35000;2004
1067;"Ford";"KA";2;25000;2011
1057;"Alfa ROMEO";"SPIDER";2;20000;1996
993;"Mazda 6";"Stationcar";2;200000;2008
1053;"Fiat";"Grande Punto";1;20000;2008
261;"Land Rover";"Van";1;25000;2005
113;"Citroen";"C3";1;45000;2012
525;"Citroen";"Xsara Picasso";1;19500;2007
939;"Citroen";"C3 Picasso";1;25000;2012
1069;"Toyota";"Avensis";1;;2011
1071;"Renault";"Laguna III";1;30000;2009
985;"Skoda";"Superb";1;25000;2012
503;"Ford";"Focus 1.6";2;20000;2005
959;"citroen";"C4";1;30000;2009
177;"Hyundai";"Tucson 2.0 crdi";1;45000;2007
375;"Suzuki";"Alto";2;20000;2005
781;"Citroen";"C4";1;55000;2011
103;"Skoda Fabia";"Fabia 1,9 TDI Combi";1;25000;2006
511;"Peugeot";"406";2;25000;2004
173;"Skoda";"Fabia 1,6 TDI";1;30000;2012
1065;"bmw";"320d";1;40000;2003
369;"Citroën";"C1";2;15000;2011
621;"Ford";"Fiesta";2;20000;2008
659;"Toyota";"Aygo";2;20000;2010
827;"Citroen";"C3 Picasso";1;35000;2009
1021;"Ford";"Transit Connect 220 1,8 TDCI";1;25000;2007
461;"Renault";"Scenic 2";2;25000;2006
905;"Ford";"Galaxy";1;25000;2003
1055;"Citroen";"C5 Tourer";1;25000;2008
1041;"Ford";"Transit Connect 220 1,8 TDCI";1;25000;2007
1023;"Ford";"Transit Connect 220 1,8 TDCI";1;25000;2007
1043;"Ford";"Transit Connect 220 1,8 TDCI";1;25000;2007
1047;"Ford";"Transit Connect 220 1,8 TDCI";1;25000;2007
1025;"Ford";"Transit Connect 220 1,8 TDCI";1;25000;2007
1019;"Ford";"Transit Connect 220 1,8 TDCI";1;25000;2007
1033;"Ford";"Transit Connect 220 1,8 TDCI";1;25000;2007
1035;"Citroën";"Jumper 2,2 HDI";1;15000;2006
149;"Citroën";"C1";2;25000;2012
677;"BMW";"330Ci";2;25000;2000
419;"Skoda";"Fabia";2;16000;2001
237;"Skoda";"Fabia ambiente TSI";2;20000;2010
1073;"Ford";"Focus";1;30000;2007
1075;"Skoda";"Octavia";1;30000;2006
341;"Audi";"A4";2;30000;2006
1077;"dbdhjViFGAlYNYFBhE";"grQJsImMyD";2;;
1087;"Skoda";"Octavia 1,4 TSI station car";2;30000;2009
349;"FIAT";"Panda Dynamic";2;20000;2009
455;"Renault";"Clio";1;35000;2010
431;"Citroen";"Grand C4 Picasso";1;10000;2012
181;"Smart";"0,8 CDI";1;50000;2008
1081;"Mazda";"2";2;15000;2010
239;"Golf";"6 TDI";1;50000;2011
1079;"Ford";"Focus";1;25000;2006
585;"WV";"Passat";2;13000;2007
1085;"Ford";"Mondeo";1;25000;2006
1083;"Skoda";"Fabia";2;25000;2005
143;"Seat";"Ibiza 1,2 TDI Ecomotive";1;50000;2012
27;"Renault";"Scenic III";1;25000;2009
1095;"Toyota";"Yaris";2;25000;2012
1097;"Toyota";"Yaris";2;25000;2012
1099;"Toyota";"Yaris";2;2500;2012
1101;"Toyota";"Yaris";1;25000;2012
1103;"Toyota";"Yaris";2;25000;2012
1105;"Toyota";"Yaris";2;25000;2012
1107;"Toyota";"Yaris";2;25000;2012
1109;"Toyota";"Yaris";2;25000;2012
1111;"Toyota";"Yaris";2;25000;2012
1113;"Toyota";"Yaris";2;25000;2012
1091;"VW";"Beetle";2;;
707;"Reanult";"senice";2;20000;2004
1093;"Citroen";"C5";1;20000;2003
1089;"Citroen";"C1";2;20000;2010
1;"Skoda";"Octavia Combi 1,9 TDI";1;30000;2001
161;"Ford";"C-Max";1;20000;2012
231;"Mazda";"Mazda 3";1;26000;2010
289;"Peugeot";"607";2;16000;2012
791;"Skoda";"Citigi 1.0";2;20000;2012
101;"Opel";"Astra";2;27000;1998
477;"Seat";"Toledo";2;27500;1999
769;"VW";"Golf";2;15000;2003
1007;"Citroen";"C3";1;40000;2012
1003;"Citroen";"C3";1;40000;2012
1001;"Citroen";"C3";1;40000;2012
1015;"Citroen";"C3";1;40000;2012
1005;"Citroen";"C3";1;40000;2012
1017;"Citroen";"C 3";1;40000;2012
613;"VW";"Lupo 3L";1;30000;2003
519;"Kia";"Ceed 1.6";2;17500;2012
93;"Citroen";"C3 HDI";1;9000;2009
271;"Opel";"Corsa 1,3  ecoflex";1;42500;2005
811;"Peugoet";"206 HDI";1;25000;2005
911;"Citroen";"C5";1;20000;2010
545;"Citroën";"Psara Picasso";2;20000;2005
299;"Toyota";"Verso";1;25000;2011
1115;"ChUmeaVJhPyYDZiMM";"MHtiIftZwRrkkqibrJS";2;;
1117;"JNqjPWlIjZnuSwDO";"bhZxEVTOFZW";2;;
1009;"Citroen";"C3";1;40000;2012
499;"Volvo";"V70";;50000;2005
175;"Peugeot";"205";1;22000;1991
227;"VW";"Passat tdi";1;45000;1996
339;"Renault";"Laguna";2;15000;1997
383;"Mercedes";"190D";1;20000;1991
465;"Opel";"Ascona";2;25000;1999
99;"WW";"Polo";2;10000;1997
107;"Mercedes";"D";1;;1992
543;"Mercedes";"C250";1;20000;1997
549;"Toyota";"Corolla";2;15000;1985
603;"Suzuki";"Baleno";2;12000;1999
637;"BMW";"320i";2;16000;1997
639;"Kewet";"El-bil";2;5000;1993
675;"Toyota";"Picnic 2,2";1;30000;1999
999;"Citroen";"C3";1;40000;2012
1011;"Citroen";"C3";1;40000;2012
1013;"Citroen";"C3";1;40000;2012
785;"SAAB";"Saab 9000 CDET 2,3";2;28000;1996
817;"Opel";"Astra 1.4i - nz";2;;1994
855;"Toyota";"Picnic";1;10000;2000
955;"Volkswagen";"Golf 3 1.9 TDI";1;30000;1996
961;"citroen";"C4";1;30000;2009
619;"Renault";"Twingo 1,2 3d";2;11000;2012
1123;"kia";"cerato";1;25000;2005
749;"Opel";"Antara";1;20000;2007
651;"Citroen";"XSARA PICASSO 2,0 HDI VAN";1;30000;
1119;"Peugeot";"308";1;25000;2008
1121;"Peugeot";"308";1;25000;2008
321;"KIA";"CEED 1,6 CRDI SW";1;35000;2008
185;"VW";"Lupo 3L";1;25000;
